Tweet,Location,Date
b'Nigerians taking advantage of Nigerians for corona virus https://t.co/B3AXTbhSoc',Nigeria,2020-02-29 15:51:10
"b""This is reckless, it's only in this country u can see such things! where are the government agencies? is this government values our lives?\xf0\x9f\x98\xad so why  everyone is fleeing from effected Corona virus states to Nigeria? So sad so shame! u can intercept foreign rice but y nt corona? https://t.co/8s5E3uMvTk""","Bauchi, Nigeria",2020-02-29 15:51:05
b'@Laurestar @MBuhari I know very soon APC will blame PDP for this corona virus',"Port Harcourt, Nigeria",2020-02-29 15:50:57
b'@CampusSlayer There is corona virus... Close your legs',"Abakaliki, Nigeria",2020-02-29 15:50:10
b'corona virus is going back to China. school children have protested!!\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/tfW93RKlaN',"Lagos, Nigeria",2020-02-29 15:50:08
"b""@Adace18 @Nathan3k @iamvictor__ But babe \nWhat If the side chick has corona virus \n\nThat's how the woman will just revenge and die""",Lagos State,2020-02-29 15:45:05
"b""Corona Virus and flu virus symptoms seems almost d same, so try as much as possible to limit your interaction with people if u have flu. Heard it's contraction is 1000 times more than ordinary flu!!!!""",Abuja,2020-02-29 15:44:07
"b""Corona Virus but these babes go still dey go men house, I always knew these women weren't scared of death.\nEvil beings.""","Lagos, Nigeria",2020-02-29 15:43:05
"b""Have turned myself to a police on WhatsApp debunking fake news on corona virus like I'm paid for it but tbvh, if we don't kill fake news it will cause a lot of damage.""","Lagos, Nigeria",2020-02-29 15:42:29
"b""It's very important we take this Covid 19 (Corona Virus) seriously especially with our attitude to cleanliness. Try as much as u can not to touch your face, pick nose anyhow.""",Abuja,2020-02-29 15:40:48
b'So I just went #CoronaShopping since #corona #virus has entered Nigeria.\nNigerians ehhh we can maximize profit particularly when there is panic. The prize for #handsanitizer has increased 500% there is now scarcity.\xe2\x80\xa6 https://t.co/rFwVVqG8J4',"Abuja, Nigeria.",2020-02-29 15:39:54
b'@KwakuOdifuor @BigDaddyCee7 @SamToys_NPP @MBawumia @ampofo39 @Arise4Change @NanaAnsah20 @ayisi_percy @justiceWinebia @NANAKWEKU13 @AbbanyawYaw @deetown74 @paKwart Year of roads is in tatters because of corona virus.\n\n#DeceifulnanaAddo',"Yeji, Ghana",2020-02-29 15:39:27
b'@revmagdalen As 3D chess moves go I think they will do just about anything to move the narrative off of the corona virus and the tanking markets right now. Anything including this.',Zeon,2020-02-29 15:39:16
"b'I\xe2\x80\x99ve heard Cocaine kills Corona Virus,  I\xe2\x80\x99ve heard weed kills corona virus.......now I\xe2\x80\x99m hearing alcohol kills corona virus. \n\nYALL JUST WANNA GET FUCKED UP \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'","Lagos, Nigeria",2020-02-29 15:39:09
b'@SEzekwesili @andyRoidO My friend was to go swimming today as a routine until the thought of Corona virus crossed her mind.',Nigeria,2020-02-29 15:38:42
"b'I love this country alot of hard core shit that can bring us down but we always find a way to turn it to a funny joke, like seriously Corona virus on the lose but we still try to stay calm \xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c'","Lagos, Nigeria",2020-02-29 15:38:28
b'@tiilewa01 @symplyskyy @DuchessT_ @waxzyy_ @OwnDoctor @5ive_zw @Qweentitties_ @essential_jimmi @stunner_rhay12 @jayythedope They are the cause of corona virus ..',Nigeria,2020-02-29 15:37:51
"b'Three new coronavirus cases in UK as South Korea tells public to stay indoors - follow live https://t.co/srGhTN840a \n\nCorona virus every where, why does the world have to suffer with everything made in China \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xad\xf0\x9f\x98\xa1\xf0\x9f\x98\xad\xf0\x9f\x98\xa1'",Uganda,2020-02-29 15:37:34
b'@Bashirboy @dhhanieey Chai so even twitter don allow their videos in a country where corona virus dey',Kano State,2020-02-29 15:37:00
"b'Lagos corona virus patient \xe2\x80\x98laments heat and mosquitoes, threatens to escape\xe2\x80\x99\nhttps://t.co/hSpIdAURTy'","Abuja, Nigeria",2020-02-29 15:36:45
b'He also worries that this strain has been engineered  with dangerous virulent factors which makes it more dangerous than its usual  flu-symptoms Corona virus https://t.co/xsfVP5YSM6',"Lagos, Nigeria",2020-02-29 15:36:02
b'Who else noticed that since the outbreak of corona virus our president have stopped his inter-country tour \n \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n #coronavirusinlagos',"Lafia, Nasarawa State",2020-02-29 15:33:31
b'If you don\xe2\x80\x99t know\n Ebola &gt;&gt;&gt;&gt;&gt; corona virus',Ogun,2020-02-29 15:31:28
"b'Stay safe out there. Follow the precautions and all the given measures to protect yourself from Corona virus. \n\nYour life is precious ,\xf0\x9f\x92\xaa\xf0\x9f\x99\x8f\xf0\x9f\xa4\x97'",Nigeria,2020-02-29 15:31:26
b'Imagine getting corona virus \xf0\x9f\xa6\xa0 at this heat period \xf0\x9f\xa5\xb5\xf0\x9f\xa5\xb5\xf0\x9f\xa5\xb5',"Enugu, Nigeria",2020-02-29 15:29:49
b'@Zaddy_Clinton @ZaqAbd I\xe2\x80\x99m still trying to imagine Men being this dramatic ... Pls we have Corona virus to worry about...',Port Harcourt,2020-02-29 15:29:34
"b""@jssgriffi @livingvalley1 @mcall You're confusing coronavirus with Corona beer. One comes from Mexico and the other comes from China. Now where is this proposed wall supposed to go and how will it stop and airborne virus from china?""",PA,2020-02-29 15:25:56
b'@GrammyGC5 @jamnspoon2 Because it\xe2\x80\x99s all about the money - he only sees the corona virus as a threat to his and his wealthy buddies to their profits....SAD',co,2020-02-29 15:24:45
"b'@pengmanmodel Corona virus has come to the wrong country 9ja. B4 you know boom Baba Aisha Mai magani or Mama lasisi wey de sell Agbo will figure out the drugs one time and it will be over ""I trust ma country on this one sha"". #COVID19 #COVID19Nigeria #coronavirusinlagos'","Abuja, Nigeria",2020-02-29 15:24:38
b'@Slikim @_msnash Haha Nash what happened na? Is it corona virus??',"Port Harcourt, Nigeria",2020-02-29 15:20:22
"b""@royallcuteness @OwnDoctor @igglam____ @_igwilo @jayythedope I won't touch a damn thing before I japa..you fit be Corona virus in human flesh""",Ogbomoso Ajilete,2020-02-29 15:18:12
b'@segalink @Joyfultalks1 Prophet: I am going to China to destroy corona virus\n\nCorona Virus: enters the jumping guy. \n\nGetting Ready for the friendly match',"Ogun State, Nigeria",2020-02-29 15:17:47
"b'Since yesterday I stopped shaking hands, hugging people or any form of body contacts, please kindly bear with me as we pass through this Corona virus phase.'",Nigeria,2020-02-29 15:17:06
b'@GovUzodinma This is getting much H.E. The amount of fake news I have read about this corona virus issue since the news of it being in Nigeria broke yesterday is just so annoying and pathetic. Why are we like this in this country? Why are we doing this to ourselves?',Nigeria,2020-02-29 15:16:25
b'@gamawa_amina There is corona virus...come to Edo State\xf0\x9f\x98\x8f\xf0\x9f\x98\x8f\xf0\x9f\x98\x8d',nigeria,2020-02-29 15:16:00
b'@emmaikumeh @officialKolaO @UchePOkoye @olushola_shola @chosensomto @akaebube @AnthonyEhilebo @akunnachux @RealOlaudah @ose_anenih @bimbo_cash APC will soon come out to enjoin ppls to pray for Nigeria against Corona Virus.',Nigeria,2020-02-29 15:15:58
b'@haroun_HY corona virus will stop him',"Bauchi, Nigeria",2020-02-29 15:15:32
b'@ArewaTwiter As if Corona Virus had a super navigator?Hmm. Praying for disaster in your own land that knows no bound?? May Allah punish the corrupt in His most appropriate manner.',Kaduna,2020-02-29 15:12:25
b'@stonebwoyb God protect you from this corona virus as you make all these ground breaking tours.#bhimtotheworld #StonebwoyAlbumIsComing #stonegad',Accra-Ghana,2020-02-29 15:10:16
"b'@Cernovich We effectively whacked the Chinese economy -6%, with restructuring trade.\n\nThey get their turn with the Corona virus. Massive protesting right before.\n\nGoodluck playing Vegas/DOW.  Always going to be buy low sell high.'","OH, Wa",2020-02-29 15:08:53
"b'@SamAmadi Clearly your brain needs to be examined... What\'s the connection between ""how to contain Corona Virus and Furniture""? Are you a furniture supplier looking for contract???'","Lagos, Nigeria",2020-02-29 15:08:28
b'The supposed corona virus patient in Lagos has bin tested negative???? #coronavirusinlagos #CoronavirusOutbreak',Around the world,2020-02-29 15:08:26
b'HitNub: Corona Virus causes Upsurge for Face masks and han... https://t.co/Ihw8ML61qk',"Lagos, Nigeria",2020-02-29 15:08:09
"b'@OgbeniDipo Corona virus has come to the wrong country 9ja. B4 you know boom Baba Aisha Mai magani or Mama lasisi wey de sell Agbo will figure out the drugs one time and it will be over ""I trust ma country on this one sha"". #coronavirusinlagos #CODVID19'","Abuja, Nigeria",2020-02-29 15:07:57
"b""If we have this much money to eradicate corona(birus) virus, why haven't we done so for malaria?""","Lagos, Nigeria",2020-02-29 15:06:46
"b'@fidvictor It\xe2\x80\x99s like saying corona virus shouldn\xe2\x80\x99t get to Naija, it\xe2\x80\x99s inevitable.'",Lagos,2020-02-29 15:06:37
"b""The Ministry of Health has confirmed the first case of the COVID19 a.k.a Corona Virus in Lagos Nigeria which happens to be the countries most populated city! \nThere's no need to panic,  there are several ways that\xe2\x80\xa6 https://t.co/fk1jYUybVV""",Nigeria,2020-02-29 15:06:02
"b""@olusogaowoeye @MoghaluKingsley @ChidiOdinkalu @olusogaowoeye we've heard about Israel developing a cure for corona virus. We're yet to get info of a cure for stupidity, i mean the type u're suffering from. Why not concentrate on your stupid type od patriotism and leave others to hold on the type they know?""","Abuja, Nigeria",2020-02-29 15:05:22
b'Just like @AIT_Online also claimed a man who lives in Edo State jeje earning his living is the cab driver of Italian with Corona Virus. All of una be scam with your fake news all over the place for hits and traffic. https://t.co/55VkGk6PBD \xf0\x9f\x91\x88 VIA link',Nigeria,2020-02-29 15:04:06
"b'Ebola we bath with salt, so this one call corona virus maybe we should bath with sugar.\nNigeria we got the magic'","Yola, Nigeria",2020-02-29 15:04:01
b'@mufcshan Pls be careful about corona virus',port Harcourt,2020-02-29 15:03:49
b'Repeat after me...\n\n- I will not forward WhatsApp messages about corona virus without verifying.\n- I will make sure it is from reliable licensed health professionals before forwarding.\n- I will not be among the rumour mongers in Nigeria spreading Fear and Panic\n\nSo help me God.',"Lagos, Nigeria",2020-02-29 15:03:22
b'With this type of heat every one is suppose to test positive for Corona virus in Lagos.',"Lagos, Nigeria",2020-02-29 15:02:05
b'Looks like Italy is the Chief distributor for corona virus oo.. Mad!! \xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/VyZ5qhL7tk',"Lagos, Nigeria",2020-02-29 15:01:24
"b'@AbdulMahmud01 How won\xe2\x80\x99t he want to escape, take a gander at the location. If the corona virus doesn\xe2\x80\x99t kill you, the environment will.'",Nigeria,2020-02-29 15:01:04
b'It looks like the Corona Virus doesn\xe2\x80\x99t respect propaganda. \n\nNot even Joseph Goebbels would have played that game on this disease.',"Accra, Ghana",2020-02-29 15:00:35
b'Corona virus \xf0\x9f\x98\x95 whose song is dat??\xf0\x9f\x92\x81',ghana-accra-mallam,2020-02-29 14:58:46
"b""@jimidisu @kallyjoe @jidesanwoolu @ClassicFM973 Sir, it shouldn't be only about Corona virus o. He should be able to talk about those decisions his government took that affected the lives of plenty lagosians negatively.\nAm sure you will permit this tomorrow. \nAbi?""",nigeria,2020-02-29 14:58:16
b'@ZBabankumbo @SpritEme Nobody should follow with corona virus',Bauchi State,2020-02-29 14:58:07
b'Will Corona Virus be the end of humanity? https://t.co/XnA84BiaqN',,2020-02-29 14:57:01
"b'This corona virus thing might kill us all, do the right thing. Have sex before you die'","Abuja,Nigeria",2020-02-29 14:56:51
"b""Please Nigerias fake News can't kill Corona virus. Corona virus is not a government responsibility, it is our collective responsibility. \n#GoTOHOSPITALIFYOUFEELSICK\n#KEEPCLEANHYGINE\n#REPORTANYSUSPICIOUSCASE\nCORONA MUST DIE HERE""",Nigeria,2020-02-29 14:56:36
"b'@angeltonyj Big One, Corona Virus is capable \xf0\x9f\x91\x8c'","Warri, Nigeria",2020-02-29 14:56:22
"b""Let's do this again...\nRepeat after me...\n\n\xf0\x9f\x99\x8b\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\nI will not forward WhatsApp messages about corona virus without verifying.\nI will make sure it is from reliable licensed health professionals before forwarding.\n I will not be among the rumour mongers in Nigeria spreading Fear and""",lagos,2020-02-29 14:55:40
"b'I know u can read this\nTheir is no Coronavirus in Nigeria yet, these politicians just devised a means to loot our money and play tape for us to watch\nIf Corona virus hit Nigeria, 3days kpere, it will be everywhere.  \n#coronavirusinlagos'","Ikoyi, Nigeria",2020-02-29 14:55:11
b'@SaharaReporters @MBuhari Just like @AIT_Online also claimed a man who lives in Edo State jeje earning his living is the cab driver of Italian with Corona Virus. All of una be scam with your fake news all over the place for hits and traffic.',"Lagos, Nigeria",2020-02-29 14:54:54
b'Someone just sent a WhatsApp BC to my dad that eating ginger and garlic can stop the corona virus.\n\nNigerians wetin dey circulate na?',"Abeokuta, Nigeria",2020-02-29 14:53:35
b'Protest against Corona virus\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/Pic2fsg33c',Nigeria,2020-02-29 14:52:30
b'everywhere corona virus! corona virus!! why?',Nigeria,2020-02-29 14:51:54
b'@benigbakpa I still stand on my ground that our health system is very poor and federal ministry of health is very weak .the fight against Corona virus is upto nigerians',"Abuja, Nigeria",2020-02-29 14:51:43
"b""I hope you're mindful of the case of Corona virus. We don't wanna hear it oo abeg. Wishing you God's speed https://t.co/obFJagQ2iW""","Jos, Nigeria",2020-02-29 14:51:32
b'Meanwhile some are using corona virus as excuse not pay. This japa tin is looking more and more attractive to me o... https://t.co/99Np6dmDPM',"Lagos, Nigeria",2020-02-29 14:51:22
"b""No, 38% of Americans Probably Didn't Stop Drinking Corona Beer Because of the Virus https://t.co/Ktb5yqoPSC""","Lagos, Nigeria",2020-02-29 14:51:21
b'@Bossip If I was in the US I would stock this up for sure...Corona virus would come and go.',"LAGOS, NIGERIA",2020-02-29 14:51:14
b'Corona virus \xf0\x9f\xa6\xa0 cure has been discovered \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',Ibadan,2020-02-29 14:50:52
b'@AfoakwaOsikani First they were calling on @MBawumia now it Corona virus. Twaaaaa',"Kumasi, Ghana",2020-02-29 14:49:43
b'@CampusSlayer In this corona virus time\xf0\x9f\x98\x82\xf0\x9f\x98\x82 no evil weapon fashion against shall prosper \xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa',"Lagos,Nigeria",2020-02-29 14:49:13
b'@BonaNaija The Corona Virus is a Conspiracy theory that has an end goal. Only the logically sound can understand this.',"Lagos, Nigeria",2020-02-29 14:48:36
"b'But what if the combination of SPERM and BREASTMILK can cure EBOLA, HIV AIDS, LASSA and CORONA virus?\n\n#JustThinking'","Egbeda, Lagos State",2020-02-29 14:48:19
"b""The woman won't accept me again,\nI only misunderstood ni...\nI went for the interview, she asked if I had a CV, I cursed her life nd walked out, only to realize after a about 30mins, that she meant CURRICULUM VITAE, not Corona Virus... Ah been begging her since..\xf0\x9f\x98\xad\xf0\x9f\x98\xad""","Lagos, Nigeria",2020-02-29 14:48:16
b'#footballlive Good afternoon guys good to have you today and Corona Virus could actually interrupt all of the major Sporting events we have this year because of the croud involvement but we pray for solution soon',Kaduna Nigeria,2020-02-29 14:47:59
b'@princessneemah Run away he has corona virus',"Lagos, Nigeria.",2020-02-29 14:47:44
"b'@KyleMeagher1 Its because of the media , same shit happened with Ebola and the swine flu, give it another month and people will stop talking about it and people need to realize that more people have died from the actual flu then the corona virus \xf0\x9f\x98\x82'",PA,2020-02-29 14:47:42
"b""My gf is so paranoid, forcing us to use hand sanitizer for corona virus that's still in Lagos.\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9""",Port Harcourt,2020-02-29 14:47:40
b'God is using the Corona virus to humble the world. It is our common enemy now#Love',Tamale ,2020-02-29 14:46:14
"b""@segalink He shud welcome to the country where the sick are seen as dead,I don't knw where we are in this country.dey av been building this disease whatever since ebola period and it's not yet to be completed.what is our govt talking about when dey said they are ready for the corona virus""",Lagos,2020-02-29 14:45:28
b'Corona virus really affecting the money market',"Abuja, Nigeria",2020-02-29 14:45:22
b'You mean this Corona virus screening is just a pun pointed on your forehead.',Manda,2020-02-29 14:45:03
b'@oluwaloninyo Until we unite and demand for quality and sensible representation in government. We will continue to receive this rubbish. This is a country that has released more than N360m to fight Corona virus. But citizens should Quarantine themselves while they chop the money.',Lagos - Nigeria.,2020-02-29 14:44:56
"b'So they now use Corona virus to rub in this country??\n\nWhich one is ""your money or i sneeze"" \xf0\x9f\x98\xa3\xf0\x9f\x98\xa5\xf0\x9f\x98\x82\xf0\x9f\x98\x82'","Lagos, Nigeria",2020-02-29 14:44:21
b'@boy_director saw this corona virus thing coming.... no wonder he shaved his beards #WAYWARD',"Lagos, Nigeria",2020-02-29 14:44:21
b'@emperorjeezy2 They said we should claim where we want to be...since Corona Virus is here lemme fly to US biko\xf0\x9f\x98\x82',Nigeria,2020-02-29 14:44:07
b'@VLCM_ATX Pray for th containment of corona virus in Nigeria and pray for the vaccine to be found #COVID19Nigeria #CoronavirusOutbreak #LeapYear', NIGERIA,2020-02-29 14:43:36
b'Businesses that will be greatly affected by the #CORONA virus worldwide are...\n\n1. TRAVELS &amp; TOURISM \n\n2. AIRLINE AND TRAVEL VISA \n\n3. AIR TICKET MERSHANT \n\n4. SPORT BETTING SITES\n\nI fear the world is trying to terminate itself...',"Lagos, Nigeria🇳🇬",2020-02-29 14:43:11
"b""Oloriburuku ni yin se. Imagine just one person having the Corona virus here because you fools can't just use your senses https://t.co/0Hd98EW6Sj""",Federal Republic of Nigeria,2020-02-29 14:42:12
b'There are so many ways to catch corona virus in Nigeria. You can be in your house and catch it in peace. Imagine say person wey seal your pure water get Coro #coronavirusinlagos',Abuja,2020-02-29 14:41:10
b'@enape27 @Moyo_VIP \xf0\x9f\x98\x82Mehn I just finished reading about corona virus when I saw that tweet.',Nigeria,2020-02-29 14:41:05
"b""@DrJoeAbah What if the Corona virus infection is just the first stage of the zombie apocalypse? Hmm finally I'll get to walk around with an ak47 and taking zombies out in real life\xf0\x9f\x98\xa4\n #headshot\n#coronavirusinlagos""",Nigeria,2020-02-29 14:39:24
"b'Corona-Virus Saga:Pope Francis Still Feels Sick, Cancels Official Engagements For The Third\xe2\x80\xa6 https://t.co/qF9qg4zuqc'","Lagos, Nigeria",2020-02-29 14:39:17
"b""Corona virus please I'm on my knees https://t.co/aq5MMZJ4lv""",Lagos ,2020-02-29 14:38:03
b'@Bro_olla U are a walking Corona virus\nLemme nuh swear the one that would catch u',"Lagos, Nigeria",2020-02-29 14:37:28
"b""People thought Lagos had things under control with a decent quarantine facility for corona patients cos the deputy governor came and yahooed us on TV not knowing it's some makeshift equipment lacking rooms. \n\nThankfully, corona virus isnt as deadly as Ebola.""",Lagos; Nigeria,2020-02-29 14:36:33
b'\xe2\x80\x9cSmall disease no dey kill African Man\xe2\x80\x9d Corona Virus no small o! Be careful.',"Sokoto, Nigeria",2020-02-29 14:36:05
b'Some People keep saying Corona Virus no dey attack Black People.. \nAbeg Shey na True?? \n#coronavirusinlagos',Lagos ,2020-02-29 14:35:21
b'@stonebwoyb @stonebwoyb boss please take good care of yourself... dis corona virus is getting worse by de day. ... bless up boss \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f',"Greater Accra, Ghana",2020-02-29 14:34:39
"b""@aproko_doctor I've always known it's a false news... I'm still doubting if we have corona virus in Nigeria... This nation that God loves like this?""","Rivers State, Port Harcourt ",2020-02-29 14:33:37
"b'If truly u are corona virus negative, you need to drag AIT to court for explanations. https://t.co/FzcZ89Vqjm'",OYO state,2020-02-29 14:33:09
"b'Before you shave your beard as a measure against corona virus, read this.\n#thread\n\nThe CDC has advised that people with beard need to shave it off.\nBefore you do so, you need to understand the reason for them saying so.\n\nThis advice applies to people that wear or intend to wear'","Lagos, Nigeria",2020-02-29 14:33:05
"b'Nigga dnt try this in Nigeria, especially this Corona virus period... https://t.co/Fj3Dv1sX6z'","Ibadan, Nigeria",2020-02-29 14:32:51
b'@FemiDoc This is not preventive. I\xe2\x80\x99m talking about Abuse Doc. It is under trials to be used by Drs in treating corona virus. But Bola in Ibadan and Nkechi in Abia are buying it to prevent. You catch my drift? Let our message be balanced.',Nigeria,2020-02-29 14:31:19
"b'Corona virus nti somebody cough around me a , the speed i dey take vanish from the place ee'","Accra, Ghana",2020-02-29 14:31:17
"b""#CoronavirusKe Can someone tell all these Ibadan people it's Corona and not Corolla virus \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f""","Ibadan, Nigeria",2020-02-29 14:30:46
"b""@ZaynabU1 @__ehis__ Sigh \xf0\x9f\x98\xab\xf0\x9f\x98\xab\xf0\x9f\x98\xab. Corona virus won't kill you, but Nigeria will tuueeeeeehhh \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9""",Nigeria,2020-02-29 14:30:06
b'Imagine if it was a Nigerian that went to Italy with the Corona virus. Those racist will be cursing us by now. Fucking Italians',Nigeria,2020-02-29 14:28:51
b'@ManUtd @ighalojude Check for Corona virus',Nigeria,2020-02-29 14:28:43
b'Nice one sir but I belief is a follow up on hon.opeifa interview on your programme this week. What is lagos state govt doing to upgrade medical facilities in the state and create awareness on this Corona virus? https://t.co/59fZwWE9GG',lagos nigeria,2020-02-29 14:28:35
"b'When people ask me to leave @MBuhari alone, I wonder sore at their obnoxious statement. South Africans were killing Nigerians, Buhari did not send an airplane to bring Nigerians home. Corona virus is killing Chinese, Buhari was the only person who abandoned his country men.'","Lagos, Nigeria",2020-02-29 14:28:24
"b'5.\n\nFinancial Statistics to fight Covid-19 alias Corona Virus;\n\n620 million naira - 206,139,589 Nigeria citizens.\n\ne. Please ask our government political managers why are they insensitive &amp; selfish in handling issues in Nigeria?\n\nPlease share until it gets to their attention.'","Port Harcourt, Nigeria",2020-02-29 14:28:09
b'4.\n\npersons plus while millions of task payers money was budgeted for the fight of Covid-19 alias Corona Virus.\n\nFinancial Statistics for Purchase of Vehicles for Legislators;\n\n5.5 billion naira - 109 Senators &amp; 360 Representative.',"Port Harcourt, Nigeria",2020-02-29 14:28:08
b'1.\n\n@channelstv @PremiumTimesng @vanguardngrnews @THISDAYLIVE @lindaikeji @SaharaReporters @MobilePunch @AIT_Online @SilverbirdTV on the issue of covid-19 alias Corona Virus kindly help the Nigerian citizens in asking the government of Nigeria \n@NGRSenate @HouseNGR @NGRPresident',"Port Harcourt, Nigeria",2020-02-29 14:28:05
b'@sergio_de_ennin Hopefully the corona virus will make them cancel  the league so we start all over next season.\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80',Ghana,2020-02-29 14:27:50
"b""The way y'all turning Corona virus to Vampire virus ehn. \nEat garlic\nVirus disappears in the sun\nDrink hot water!\n\nEti ya weyrey!!! Soon, y'all would start hearing, touch yourself with silver to know if you're interested""","Ijebu-Ode, Nigeria",2020-02-29 14:27:00
b'Corona virus \xf0\x9f\xa6\xa0 no Dey care who get money \xf0\x9f\x92\xb0 or who drive Benz ei go clear everyone if ei touch down for kotoka. https://t.co/HmjESE2Qtj',"Tamale, Ghana",2020-02-29 14:26:57
"b""i saw a news, ''Alcohol cures Corona Virus''""","Lagos, Nigeria",2020-02-29 14:26:04
b'Repeat after me...\n\n- I will not forward WhatsApp messages about corona virus without verifying.\n- I will make sure it is from reliable licensed health professionals before forwarding.\n- I will not be among the rumour mongers in Nigeria spreading Fear and Panic\n\nSo help me God.',"Lagos, Nigeria",2020-02-29 14:25:35
"b'@OwolabiAbisoye If you take this soup, corona virus has nothing on you... 15 medicinal herbs \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd'","Lagos, Nigeria",2020-02-29 14:25:00
"b'#footballive Hi crew Please what do think will be the impact Corona virus on EPL, TV rights and player wages if the league is abruptly stop as a result of the epidemic.'","Kaduna, Nigeria",2020-02-29 14:24:36
"b'Wait! oo How many of you knows that, chloroquine is a medicine for corona virus? \xf0\x9f\xa7\x90 \n #coronavirusinlagos'","Jigawa, Nigeria",2020-02-29 14:22:23
b'People need to relax a little about this corona virus \xf0\x9f\x98\x82 like my Costco is about to run out of water and shit because people are freaking out about it',PA,2020-02-29 14:21:58
"b""Minister of information,I don't know your Twitter handle bcoz you don't show here often, plz work with Facebook and bring down these fake news going round about Corona Virus before it will be too late for Nigerians""","Imo, Nigeria",2020-02-29 14:19:22
b'The president is not keeping mum over the corona virus. He will speak when you finish learning how to pronounce it.',Nigeria ,2020-02-29 14:19:19
b'@Official_Mkj @MdeenOlawale @MobilePunch I just finished reading it. In summary the Italian complained of heat in the room and unavailable of needed facilities for corona virus patient',"Lagos, Nigeria",2020-02-29 14:19:11
b'I just hope they are not trying to use corona virus to loot our treasury.',Nigeria,2020-02-29 14:18:48
"b""@ms_toMide This heat is the only cure we have for Corona Virus \xf0\x9f\x98\x82\xf0\x9f\x98\x82 it is the Lord's doing.. Baba God \xf0\x9f\x99\x8c\xf0\x9f\x99\x8c""","Lagos,Nigeria",2020-02-29 14:18:28
"b'@musa_kiliya @AM_Saleeem @MallamRetweet @UnscramZ @najibyunu @babyabdulkadeer @Auwerl @__usyy @HinduMustafa @dadeen__ @abba_zack @_mustaphaismail @_yakawada @___FAREED Do u mean,nigeria can handle corona virus #Nigeria'","kaduna, Nigeria",2020-02-29 14:18:22
"b""Anyone that's behind Boko haram,Kidnappings...\nMay he be affected with Corona virus.\n#coronavirusinlagos https://t.co/p913eV8Kf6""",Federal Capital Territory,2020-02-29 14:18:05
"b'@TimothyS1234 I drink Corona when no one at work does, like NOW! Gotta move &amp; rotate stock - and ANYTHING I can do to mitigate MSM\xe2\x80\x99s hyperbole. Kind of a chill way to deal with this DEADLY VIRUS panic. While everyone clears any generation face mask from the shelves, we crack a Corona!'","LaVista, Ne.",2020-02-29 14:17:55
"b'Solidarity, cooperation, most powerful weapon in face of epidemic...\nTogether we can win this war against Corona Virus.\n\xf0\x9f\xa4\x9a\xf0\x9f\x8f\xbe'","Ikeja, Nigeria",2020-02-29 14:17:52
"b'@jidesanwoolu Gov of Lagos is on The Discourse tomorrow Sunday 29 Feb,live at 2pm @ClassicFM973  to discuss the update on the corona virus in Lagos. Listeners questions and reactions on all platforms will be taken.Pls retweet'",lagos city,2020-02-29 14:17:38
b'@graceyeval But there is Corona Virus everywhere nah \xf0\x9f\xa4\x94',"Ikeja, Nigeria",2020-02-29 14:16:26
b'International media praising the efforts of Nigeria on Corona Virus. Our own media @AIT and @Punch busy spreading lies and fake news. Govt needs to clamp down on 2 of them to set an example to the others. Fools!',Lagos,2020-02-29 14:16:26
"b'@ChifeDr If they conduct a thorough research, cannabis will be able to cure corona virus...\n\nI ate beans that was cooked with it in 1998, up till today, I never fell sick\xf0\x9f\x98\x81\xf0\x9f\x98\x81.\n\nStop laughing, this is not a joke.'","Lagos, Nigeria🇳🇬",2020-02-29 14:15:40
b'It is only in Nigeria that I ever heard of kidnapped Corona virus (COVID -19) and demand 100 million as ransom',Nigeria,2020-02-29 14:15:25
"b""@AngryTiger__ Nigeria to Corona Virus: you can't survive here\n\nCorona Virus:  \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87""",Lagos,2020-02-29 14:14:50
"b""@asemota @ChidiOdinkalu Corona virus is contagious, car accident isn't. I'm sure if left unreported, corona virus will cause far more harm than car accident ever. Also, I don't remember car accidents ever threatening world events as huge as the Olympics""",umuahia,2020-02-29 14:14:48
b'We fight corona virus and win it! https://t.co/vQjG36Lhqt',Nigeria,2020-02-29 14:14:19
